ParticipantID,Valeur,Item,Condition,PresenceConnecteur,TypeQuestion
12,6,32,Fallacieux,oui,Decoulement
12,6,32,Fallacieux,oui,AccordA
12,6,32,Fallacieux,oui,AccordB
12,2,33,Fallacieux,non,Proportion
12,4,33,Fallacieux,non,Decoulement
12,4,33,Fallacieux,non,AccordA
12,4,33,Fallacieux,non,AccordB
12,6,34,NonFallacieux,oui,Proportion
12,6,34,NonFallacieux,oui,Decoulement
12,6,34,NonFallacieux,oui,AccordA
12,6,34,NonFallacieux,oui,AccordB
12,5,35,NonFallacieux,non,Proportion
12,5,35,NonFallacieux,non,Decoulement
12,6,35,NonFallacieux,non,AccordA
12,6,35,NonFallacieux,non,AccordB
12,2,36,Fallacieux,oui,Proportion
12,5,36,Fallacieux,oui,Decoulement
12,6,36,Fallacieux,oui,AccordA
12,2,36,Fallacieux,oui,AccordB
12,1,37,Fallacieux,non,Proportion
12,4,37,Fallacieux,non,Decoulement
12,1,37,Fallacieux,non,AccordA
12,4,37,Fallacieux,non,AccordB
12,2,38,NonFallacieux,oui,Proportion
12,4,38,NonFallacieux,oui,Decoulement
12,3,38,NonFallacieux,oui,AccordA
12,5,38,NonFallacieux,oui,AccordB
12,6,39,NonFallacieux,non,Proportion
12,6,39,NonFallacieux,non,Decoulement
12,6,39,NonFallacieux,non,AccordA
12,6,39,NonFallacieux,non,AccordB
12,2,40,Fallacieux,oui,Proportion
12,4,40,Fallacieux,oui,Decoulement
12,1,40,Fallacieux,oui,AccordA
12,4,40,Fallacieux,oui,AccordB
13,3,1,Fallacieux,non,Proportion
13,3,1,Fallacieux,non,Decoulement
13,4,1,Fallacieux,non,AccordA
13,2,1,Fallacieux,non,AccordB
13,4,2,NonFallacieux,oui,Proportion
13,5,2,NonFallacieux,oui,Decoulement
13,5,2,NonFallacieux,oui,AccordA
13,4,2,NonFallacieux,oui,AccordB
13,3,3,NonFallacieux,non,Proportion
13,4,3,NonFallacieux,non,Decoulement
13,5,3,NonFallacieux,non,AccordA
13,5,3,NonFallacieux,non,AccordB
13,2,4,Fallacieux,oui,Proportion
13,4,4,Fallacieux,oui,Decoulement
13,3,4,Fallacieux,oui,AccordA
13,6,4,Fallacieux,oui,AccordB
13,6,5,Fallacieux,non,Proportion
13,6,5,Fallacieux,non,Decoulement
13,6,5,Fallacieux,non,AccordA
13,6,5,Fallacieux,non,AccordB
13,3,6,NonFallacieux,oui,Proportion
13,3,6,NonFallacieux,oui,Decoulement
13,6,6,NonFallacieux,oui,AccordA
13,6,6,NonFallacieux,oui,AccordB
13,3,7,NonFallacieux,non,Proportion
13,4,7,NonFallacieux,non,Decoulement
13,4,7,NonFallacieux,non,AccordA
13,4,7,NonFallacieux,non,AccordB
13,5,8,Fallacieux,oui,Proportion
13,5,8,Fallacieux,oui,Decoulement
13,5,8,Fallacieux,oui,AccordA
13,5,8,Fallacieux,oui,AccordB
13,4,9,Fallacieux,non,Proportion
13,4,9,Fallacieux,non,Decoulement
13,6,9,Fallacieux,non,AccordA
13,6,9,Fallacieux,non,AccordB
13,3,10,NonFallacieux,oui,Proportion
13,3,10,NonFallacieux,oui,Decoulement
13,4,10,NonFallacieux,oui,AccordA
13,5,10,NonFallacieux,oui,AccordB
13,6,11,NonFallacieux,non,Proportion
13,6,11,NonFallacieux,non,Decoulement
13,6,11,NonFallacieux,non,AccordA
13,6,11,NonFallacieux,non,AccordB
13,4,12,Fallacieux,oui,Proportion
13,5,12,Fallacieux,oui,Decoulement
13,3,12,Fallacieux,oui,AccordA
13,5,12,Fallacieux,oui,AccordB
13,3,13,Fallacieux,non,Proportion
13,6,13,Fallacieux,non,Decoulement
13,3,13,Fallacieux,non,AccordA
13,6,13,Fallacieux,non,AccordB
13,5,14,NonFallacieux,oui,Proportion
13,5,14,NonFallacieux,oui,Decoulement
13,3,14,NonFallacieux,oui,AccordA
13,5,14,NonFallacieux,oui,AccordB
13,4,15,NonFallacieux,non,Proportion
13,5,15,NonFallacieux,non,Decoulement
13,4,15,NonFallacieux,non,AccordA
13,3,15,NonFallacieux,non,AccordB
13,5,16,Fallacieux,oui,Proportion
13,5,16,Fallacieux,oui,Decoulement
13,6,16,Fallacieux,oui,AccordA
13,6,16,Fallacieux,oui,AccordB
13,4,17,Fallacieux,non,Proportion
13,4,17,Fallacieux,non,Decoulement
13,1,17,Fallacieux,non,AccordA
13,6,17,Fallacieux,non,AccordB
13,2,18,NonFallacieux,oui,Proportion
13,5,18,NonFallacieux,oui,Decoulement
13,5,18,NonFallacieux,oui,AccordA
13,6,18,NonFallacieux,oui,AccordB
13,6,19,NonFallacieux,non,Proportion
13,6,19,NonFallacieux,non,Decoulement
13,4,19,NonFallacieux,non,AccordA
13,3,19,NonFallacieux,non,AccordB
13,4,20,Fallacieux,oui,Proportion
13,5,20,Fallacieux,oui,Decoulement
13,4,20,Fallacieux,oui,AccordA
13,4,20,Fallacieux,oui,AccordB
13,6,21,Fallacieux,non,Proportion
13,6,21,Fallacieux,non,Decoulement
13,6,21,Fallacieux,non,AccordA
13,6,21,Fallacieux,non,AccordB
13,6,22,NonFallacieux,oui,Proportion
13,6,22,NonFallacieux,oui,Decoulement
13,6,22,NonFallacieux,oui,AccordA
13,6,22,NonFallacieux,oui,AccordB
13,3,23,NonFallacieux,non,Proportion
13,5,23,NonFallacieux,non,Decoulement
13,2,23,NonFallacieux,non,AccordA
13,4,23,NonFallacieux,non,AccordB
13,5,24,Fallacieux,oui,Proportion
13,5,24,Fallacieux,oui,Decoulement
13,5,24,Fallacieux,oui,AccordA
13,5,24,Fallacieux,oui,AccordB
13,3,25,Fallacieux,non,Proportion
13,5,25,Fallacieux,non,Decoulement
13,2,25,Fallacieux,non,AccordA
13,4,25,Fallacieux,non,AccordB
13,5,26,NonFallacieux,oui,Proportion
13,4,26,NonFallacieux,oui,Decoulement
13,6,26,NonFallacieux,oui,AccordA
13,3,26,NonFallacieux,oui,AccordB
13,3,27,NonFallacieux,non,Proportion
13,4,27,NonFallacieux,non,Decoulement
13,6,27,NonFallacieux,non,AccordA
13,6,27,NonFallacieux,non,AccordB
13,3,28,Fallacieux,oui,Proportion
13,4,28,Fallacieux,oui,Decoulement
13,3,28,Fallacieux,oui,AccordA
13,6,28,Fallacieux,oui,AccordB
13,5,29,Fallacieux,non,Proportion
13,5,29,Fallacieux,non,Decoulement
13,5,29,Fallacieux,non,AccordA
13,5,29,Fallacieux,non,AccordB
13,2,30,NonFallacieux,oui,Proportion
13,4,30,NonFallacieux,oui,Decoulement
13,3,30,NonFallacieux,oui,AccordA
13,5,30,NonFallacieux,oui,AccordB
13,3,31,NonFallacieux,non,Proportion
13,6,31,NonFallacieux,non,Decoulement
13,3,31,NonFallacieux,non,AccordA
13,4,31,NonFallacieux,non,AccordB
13,2,32,Fallacieux,oui,Proportion
13,5,32,Fallacieux,oui,Decoulement
13,4,32,Fallacieux,oui,AccordA
13,5,32,Fallacieux,oui,AccordB
13,3,33,Fallacieux,non,Proportion
13,5,33,Fallacieux,non,Decoulement
13,4,33,Fallacieux,non,AccordA
13,6,33,Fallacieux,non,AccordB
13,3,34,NonFallacieux,oui,Proportion
13,3,34,NonFallacieux,oui,Decoulement
13,3,34,NonFallacieux,oui,AccordA
13,4,34,NonFallacieux,oui,AccordB
13,5,35,NonFallacieux,non,Proportion
13,5,35,NonFallacieux,non,Decoulement
13,6,35,NonFallacieux,non,AccordA
13,4,35,NonFallacieux,non,AccordB
13,6,36,Fallacieux,oui,Proportion
13,6,36,Fallacieux,oui,Decoulement
13,5,36,Fallacieux,oui,AccordA
13,6,36,Fallacieux,oui,AccordB
13,4,37,Fallacieux,non,Proportion
13,5,37,Fallacieux,non,Decoulement
13,6,37,Fallacieux,non,AccordA
13,6,37,Fallacieux,non,AccordB
13,4,38,NonFallacieux,oui,Proportion
13,5,38,NonFallacieux,oui,Decoulement
13,3,38,NonFallacieux,oui,AccordA
13,5,38,NonFallacieux,oui,AccordB
13,6,39,NonFallacieux,non,Proportion
13,6,39,NonFallacieux,non,Decoulement
13,6,39,NonFallacieux,non,AccordA
13,6,39,NonFallacieux,non,AccordB
13,6,40,Fallacieux,oui,Proportion
13,6,40,Fallacieux,oui,Decoulement
13,5,40,Fallacieux,oui,AccordA
13,6,40,Fallacieux,oui,AccordB
14,1,1,Fallacieux,non,Proportion
14,3,1,Fallacieux,non,Decoulement
14,2,1,Fallacieux,non,AccordA
14,6,1,Fallacieux,non,AccordB
14,5,2,NonFallacieux,oui,Proportion
14,4,2,NonFallacieux,oui,Decoulement
14,3,2,NonFallacieux,oui,AccordA
14,5,2,NonFallacieux,oui,AccordB
14,6,3,NonFallacieux,non,Proportion
14,6,3,NonFallacieux,non,Decoulement
14,2,3,NonFallacieux,non,AccordA
14,2,3,NonFallacieux,non,AccordB
14,1,4,Fallacieux,oui,Proportion
14,1,4,Fallacieux,oui,Decoulement
14,1,4,Fallacieux,oui,AccordA
14,6,4,Fallacieux,oui,AccordB
14,5,5,Fallacieux,non,Proportion
14,5,5,Fallacieux,non,Decoulement
14,4,5,Fallacieux,non,AccordA
14,6,5,Fallacieux,non,AccordB
14,6,6,NonFallacieux,oui,Proportion
14,5,6,NonFallacieux,oui,Decoulement
14,4,6,NonFallacieux,oui,AccordA
14,4,6,NonFallacieux,oui,AccordB
14,4,7,NonFallacieux,non,Proportion
14,3,7,NonFallacieux,non,Decoulement
14,3,7,NonFallacieux,non,AccordA
14,5,7,NonFallacieux,non,AccordB
14,6,8,Fallacieux,oui,Proportion
14,6,8,Fallacieux,oui,Decoulement
14,6,8,Fallacieux,oui,AccordA
14,6,8,Fallacieux,oui,AccordB
14,3,9,Fallacieux,non,Proportion
14,5,9,Fallacieux,non,Decoulement
14,3,9,Fallacieux,non,AccordA
14,5,9,Fallacieux,non,AccordB
14,3,10,NonFallacieux,oui,Proportion
14,1,10,NonFallacieux,oui,Decoulement
14,4,10,NonFallacieux,oui,AccordA
14,5,10,NonFallacieux,oui,AccordB
14,4,11,NonFallacieux,non,Proportion
14,6,11,NonFallacieux,non,Decoulement
14,2,11,NonFallacieux,non,AccordA
14,2,11,NonFallacieux,non,AccordB
14,2,12,Fallacieux,oui,Proportion
14,3,12,Fallacieux,oui,Decoulement
14,1,12,Fallacieux,oui,AccordA
14,3,12,Fallacieux,oui,AccordB
14,1,13,Fallacieux,non,Proportion
14,4,13,Fallacieux,non,Decoulement
14,1,13,Fallacieux,non,AccordA
14,5,13,Fallacieux,non,AccordB
14,3,14,NonFallacieux,oui,Proportion
14,4,14,NonFallacieux,oui,Decoulement
14,3,14,NonFallacieux,oui,AccordA
14,4,14,NonFallacieux,oui,AccordB
14,5,15,NonFallacieux,non,Proportion
14,6,15,NonFallacieux,non,Decoulement
14,1,15,NonFallacieux,non,AccordA
14,1,15,NonFallacieux,non,AccordB
14,3,16,Fallacieux,oui,Proportion
14,6,16,Fallacieux,oui,Decoulement
14,3,16,Fallacieux,oui,AccordA
14,6,16,Fallacieux,oui,AccordB
14,3,17,Fallacieux,non,Proportion
14,1,17,Fallacieux,non,Decoulement
14,2,17,Fallacieux,non,AccordA
14,5,17,Fallacieux,non,AccordB
14,5,18,NonFallacieux,oui,Proportion
14,5,18,NonFallacieux,oui,Decoulement
14,4,18,NonFallacieux,oui,AccordA
14,6,18,NonFallacieux,oui,AccordB
14,4,19,NonFallacieux,non,Proportion
14,4,19,NonFallacieux,non,Decoulement
14,7,19,NonFallacieux,non,AccordA
14,7,19,NonFallacieux,non,AccordB
14,3,20,Fallacieux,oui,Proportion
14,5,20,Fallacieux,oui,Decoulement
14,6,20,Fallacieux,oui,AccordA
14,3,20,Fallacieux,oui,AccordB
14,4,21,Fallacieux,non,Proportion
14,3,21,Fallacieux,non,Decoulement
14,5,21,Fallacieux,non,AccordA
14,6,21,Fallacieux,non,AccordB
14,4,22,NonFallacieux,oui,Proportion
14,4,22,NonFallacieux,oui,Decoulement
14,5,22,NonFallacieux,oui,AccordA
14,6,22,NonFallacieux,oui,AccordB
14,5,23,NonFallacieux,non,Proportion
14,1,23,NonFallacieux,non,Decoulement
14,4,23,NonFallacieux,non,AccordA
14,6,23,NonFallacieux,non,AccordB
14,2,24,Fallacieux,oui,Proportion
14,4,24,Fallacieux,oui,Decoulement
14,3,24,Fallacieux,oui,AccordA
14,6,24,Fallacieux,oui,AccordB
14,6,25,Fallacieux,non,Proportion
14,6,25,Fallacieux,non,Decoulement
14,3,25,Fallacieux,non,AccordA
14,3,25,Fallacieux,non,AccordB
14,6,26,NonFallacieux,oui,Proportion
14,6,26,NonFallacieux,oui,Decoulement
14,3,26,NonFallacieux,oui,AccordA
14,3,26,NonFallacieux,oui,AccordB
14,4,27,NonFallacieux,non,Proportion
14,4,27,NonFallacieux,non,Decoulement
14,6,27,NonFallacieux,non,AccordA
14,6,27,NonFallacieux,non,AccordB
14,2,28,Fallacieux,oui,Proportion
14,4,28,Fallacieux,oui,Decoulement
14,5,28,Fallacieux,oui,AccordA
14,7,28,Fallacieux,oui,AccordB
14,1,29,Fallacieux,non,Proportion
14,4,29,Fallacieux,non,Decoulement
14,3,29,Fallacieux,non,AccordA
14,6,29,Fallacieux,non,AccordB
14,4,30,NonFallacieux,oui,Proportion
14,2,30,NonFallacieux,oui,Decoulement
14,1,30,NonFallacieux,oui,AccordA
14,6,30,NonFallacieux,oui,AccordB
14,6,31,NonFallacieux,non,Proportion
14,6,31,NonFallacieux,non,Decoulement
14,6,31,NonFallacieux,non,AccordA
14,6,31,NonFallacieux,non,AccordB
14,4,32,Fallacieux,oui,Proportion
14,4,32,Fallacieux,oui,Decoulement
14,5,32,Fallacieux,oui,AccordA
14,5,32,Fallacieux,oui,AccordB
14,3,33,Fallacieux,non,Proportion
14,5,33,Fallacieux,non,Decoulement
14,4,33,Fallacieux,non,AccordA
14,6,33,Fallacieux,non,AccordB
14,7,34,NonFallacieux,oui,Proportion
14,7,34,NonFallacieux,oui,Decoulement
14,7,34,NonFallacieux,oui,AccordA
14,3,34,NonFallacieux,oui,AccordB
14,6,35,NonFallacieux,non,Proportion
14,6,35,NonFallacieux,non,Decoulement
14,6,35,NonFallacieux,non,AccordA
14,4,35,NonFallacieux,non,AccordB
14,4,36,Fallacieux,oui,Proportion
14,2,36,Fallacieux,oui,Decoulement
14,5,36,Fallacieux,oui,AccordA
14,5,36,Fallacieux,oui,AccordB
14,3,37,Fallacieux,non,Proportion
14,5,37,Fallacieux,non,Decoulement
14,2,37,Fallacieux,non,AccordA
14,6,37,Fallacieux,non,AccordB
14,3,38,NonFallacieux,oui,Proportion
14,2,38,NonFallacieux,oui,Decoulement
14,1,38,NonFallacieux,oui,AccordA
14,6,38,NonFallacieux,oui,AccordB
14,6,39,NonFallacieux,non,Proportion
14,6,39,NonFallacieux,non,Decoulement
14,6,39,NonFallacieux,non,AccordA
14,6,39,NonFallacieux,non,AccordB
14,5,40,Fallacieux,oui,Proportion
14,5,40,Fallacieux,oui,Decoulement
14,6,40,Fallacieux,oui,AccordA
14,6,40,Fallacieux,oui,AccordB
15,3,1,Fallacieux,non,Proportion
15,4,1,Fallacieux,non,Decoulement
15,7,1,Fallacieux,non,AccordA
15,7,1,Fallacieux,non,AccordB
15,7,2,NonFallacieux,oui,Proportion
15,5,2,NonFallacieux,oui,Decoulement
15,7,2,NonFallacieux,oui,AccordA
15,7,2,NonFallacieux,oui,AccordB
15,6,3,NonFallacieux,non,Proportion
15,6,3,NonFallacieux,non,Decoulement
15,2,3,NonFallacieux,non,AccordA
15,7,3,NonFallacieux,non,AccordB
15,1,4,Fallacieux,oui,Proportion
15,1,4,Fallacieux,oui,Decoulement
15,1,4,Fallacieux,oui,AccordA
15,6,4,Fallacieux,oui,AccordB
15,6,5,Fallacieux,non,Proportion
15,6,5,Fallacieux,non,Decoulement
15,5,5,Fallacieux,non,AccordA
15,6,5,Fallacieux,non,AccordB
15,3,6,NonFallacieux,oui,Proportion
15,4,6,NonFallacieux,oui,Decoulement
15,6,6,NonFallacieux,oui,AccordA
15,6,6,NonFallacieux,oui,AccordB
15,4,7,NonFallacieux,non,Proportion
15,4,7,NonFallacieux,non,Decoulement
15,4,7,NonFallacieux,non,AccordA
15,4,7,NonFallacieux,non,AccordB
15,5,8,Fallacieux,oui,Proportion
15,6,8,Fallacieux,oui,Decoulement
15,7,8,Fallacieux,oui,AccordA
15,6,8,Fallacieux,oui,AccordB
15,1,9,Fallacieux,non,Proportion
15,4,9,Fallacieux,non,Decoulement
15,3,9,Fallacieux,non,AccordA
15,6,9,Fallacieux,non,AccordB
15,7,10,NonFallacieux,oui,Proportion
15,1,10,NonFallacieux,oui,Decoulement
15,6,10,NonFallacieux,oui,AccordA
15,6,10,NonFallacieux,oui,AccordB
15,5,11,NonFallacieux,non,Proportion
15,6,11,NonFallacieux,non,Decoulement
15,5,11,NonFallacieux,non,AccordA
15,6,11,NonFallacieux,non,AccordB
15,3,12,Fallacieux,oui,Proportion
15,6,12,Fallacieux,oui,Decoulement
15,1,12,Fallacieux,oui,AccordA
15,7,12,Fallacieux,oui,AccordB
15,4,13,Fallacieux,non,Proportion
15,6,13,Fallacieux,non,Decoulement
15,6,13,Fallacieux,non,AccordA
15,6,13,Fallacieux,non,AccordB
15,6,14,NonFallacieux,oui,Proportion
15,6,14,NonFallacieux,oui,Decoulement
15,7,14,NonFallacieux,oui,AccordA
15,7,14,NonFallacieux,oui,AccordB
15,6,15,NonFallacieux,non,Proportion
15,6,15,NonFallacieux,non,Decoulement
15,7,15,NonFallacieux,non,AccordA
15,3,15,NonFallacieux,non,AccordB
15,3,16,Fallacieux,oui,Proportion
15,4,16,Fallacieux,oui,Decoulement
15,4,16,Fallacieux,oui,AccordA
15,6,16,Fallacieux,oui,AccordB
15,1,17,Fallacieux,non,Proportion
15,1,17,Fallacieux,non,Decoulement
15,1,17,Fallacieux,non,AccordA
15,5,17,Fallacieux,non,AccordB
15,6,18,NonFallacieux,oui,Proportion
15,6,18,NonFallacieux,oui,Decoulement
15,6,18,NonFallacieux,oui,AccordA
15,6,18,NonFallacieux,oui,AccordB
15,5,19,NonFallacieux,non,Proportion
15,5,19,NonFallacieux,non,Decoulement
15,7,19,NonFallacieux,non,AccordA
15,7,19,NonFallacieux,non,AccordB
15,5,20,Fallacieux,oui,Proportion
15,6,20,Fallacieux,oui,Decoulement
15,5,20,Fallacieux,oui,AccordA
15,2,20,Fallacieux,oui,AccordB
15,6,21,Fallacieux,non,Proportion
15,6,21,Fallacieux,non,Decoulement
15,3,21,Fallacieux,non,AccordA
15,6,21,Fallacieux,non,AccordB
15,5,22,NonFallacieux,oui,Proportion
15,5,22,NonFallacieux,oui,Decoulement
15,7,22,NonFallacieux,oui,AccordA
15,6,22,NonFallacieux,oui,AccordB
15,4,23,NonFallacieux,non,Proportion
15,4,23,NonFallacieux,non,Decoulement
15,3,23,NonFallacieux,non,AccordA
15,6,23,NonFallacieux,non,AccordB
15,5,24,Fallacieux,oui,Proportion
15,6,24,Fallacieux,oui,Decoulement
15,4,24,Fallacieux,oui,AccordA
15,6,24,Fallacieux,oui,AccordB
15,5,25,Fallacieux,non,Proportion
15,6,25,Fallacieux,non,Decoulement
15,1,25,Fallacieux,non,AccordA
15,1,25,Fallacieux,non,AccordB
15,6,26,NonFallacieux,oui,Proportion
15,6,26,NonFallacieux,oui,Decoulement
15,7,26,NonFallacieux,oui,AccordA
15,6,26,NonFallacieux,oui,AccordB
15,6,27,NonFallacieux,non,Proportion
15,6,27,NonFallacieux,non,Decoulement
15,6,27,NonFallacieux,non,AccordA
15,6,27,NonFallacieux,non,AccordB
15,1,28,Fallacieux,oui,Proportion
15,1,28,Fallacieux,oui,Decoulement
15,1,28,Fallacieux,oui,AccordA
15,6,28,Fallacieux,oui,AccordB
15,4,29,Fallacieux,non,Proportion
15,4,29,Fallacieux,non,Decoulement
15,4,29,Fallacieux,non,AccordA
15,6,29,Fallacieux,non,AccordB
15,6,30,NonFallacieux,oui,Proportion
15,6,30,NonFallacieux,oui,Decoulement
15,6,30,NonFallacieux,oui,AccordA
15,6,30,NonFallacieux,oui,AccordB
15,6,31,NonFallacieux,non,Proportion
15,6,31,NonFallacieux,non,Decoulement
15,3,31,NonFallacieux,non,AccordA
15,3,31,NonFallacieux,non,AccordB
15,6,32,Fallacieux,oui,Proportion
15,6,32,Fallacieux,oui,Decoulement
15,6,32,Fallacieux,oui,AccordA
15,6,32,Fallacieux,oui,AccordB
15,3,33,Fallacieux,non,Proportion
15,4,33,Fallacieux,non,Decoulement
15,7,33,Fallacieux,non,AccordA
15,6,33,Fallacieux,non,AccordB
15,6,34,NonFallacieux,oui,Proportion
15,6,34,NonFallacieux,oui,Decoulement
15,7,34,NonFallacieux,oui,AccordA
15,7,34,NonFallacieux,oui,AccordB
15,6,35,NonFallacieux,non,Proportion
15,6,35,NonFallacieux,non,Decoulement
15,6,35,NonFallacieux,non,AccordA
15,6,35,NonFallacieux,non,AccordB
15,3,36,Fallacieux,oui,Proportion
15,4,36,Fallacieux,oui,Decoulement
15,4,36,Fallacieux,oui,AccordA
15,6,36,Fallacieux,oui,AccordB
15,4,37,Fallacieux,non,Proportion
15,4,37,Fallacieux,non,Decoulement
15,5,37,Fallacieux,non,AccordA
15,6,37,Fallacieux,non,AccordB
15,5,38,NonFallacieux,oui,Proportion
15,6,38,NonFallacieux,oui,Decoulement
15,6,38,NonFallacieux,oui,AccordA
15,6,38,NonFallacieux,oui,AccordB
15,6,39,NonFallacieux,non,Proportion
15,6,39,NonFallacieux,non,Decoulement
15,6,39,NonFallacieux,non,AccordA
15,6,39,NonFallacieux,non,AccordB
15,3,40,Fallacieux,oui,Proportion
15,4,40,Fallacieux,oui,Decoulement
15,7,40,Fallacieux,oui,AccordA
15,6,40,Fallacieux,oui,AccordB
16,4,1,Fallacieux,non,Proportion
16,5,1,Fallacieux,non,Decoulement
16,5,1,Fallacieux,non,AccordA
16,2,1,Fallacieux,non,AccordB
16,5,2,NonFallacieux,oui,Proportion
16,4,2,NonFallacieux,oui,Decoulement
16,3,2,NonFallacieux,oui,AccordA
16,3,2,NonFallacieux,oui,AccordB
16,3,3,NonFallacieux,non,Proportion
16,4,3,NonFallacieux,non,Decoulement
16,3,3,NonFallacieux,non,AccordA
16,3,3,NonFallacieux,non,AccordB
16,1,4,Fallacieux,oui,Proportion
16,1,4,Fallacieux,oui,Decoulement
16,1,4,Fallacieux,oui,AccordA
16,6,4,Fallacieux,oui,AccordB
16,4,5,Fallacieux,non,Proportion
16,4,5,Fallacieux,non,Decoulement
16,6,5,Fallacieux,non,AccordA
16,6,5,Fallacieux,non,AccordB
16,5,6,NonFallacieux,oui,Proportion
16,5,6,NonFallacieux,oui,Decoulement
16,3,6,NonFallacieux,oui,AccordA
16,4,6,NonFallacieux,oui,AccordB
16,3,7,NonFallacieux,non,Proportion
16,4,7,NonFallacieux,non,Decoulement
16,4,7,NonFallacieux,non,AccordA
16,4,7,NonFallacieux,non,AccordB
16,5,8,Fallacieux,oui,Proportion
16,5,8,Fallacieux,oui,Decoulement
16,5,8,Fallacieux,oui,AccordA
16,5,8,Fallacieux,oui,AccordB
16,4,9,Fallacieux,non,Proportion
16,5,9,Fallacieux,non,Decoulement
16,4,9,Fallacieux,non,AccordA
16,5,9,Fallacieux,non,AccordB
16,2,10,NonFallacieux,oui,Proportion
16,1,10,NonFallacieux,oui,Decoulement
16,5,10,NonFallacieux,oui,AccordA
16,2,10,NonFallacieux,oui,AccordB
16,5,11,NonFallacieux,non,Proportion
16,5,11,NonFallacieux,non,Decoulement
16,4,11,NonFallacieux,non,AccordA
16,4,11,NonFallacieux,non,AccordB
16,4,12,Fallacieux,oui,Proportion
16,4,12,Fallacieux,oui,Decoulement
16,2,12,Fallacieux,oui,AccordA
16,2,12,Fallacieux,oui,AccordB
16,3,13,Fallacieux,non,Proportion
16,4,13,Fallacieux,non,Decoulement
16,2,13,Fallacieux,non,AccordA
16,5,13,Fallacieux,non,AccordB
16,2,14,NonFallacieux,oui,Proportion
16,2,14,NonFallacieux,oui,Decoulement
16,2,14,NonFallacieux,oui,AccordA
16,4,14,NonFallacieux,oui,AccordB
16,4,15,NonFallacieux,non,Proportion
16,4,15,NonFallacieux,non,Decoulement
16,3,15,NonFallacieux,non,AccordA
16,3,15,NonFallacieux,non,AccordB
16,3,16,Fallacieux,oui,Proportion
16,4,16,Fallacieux,oui,Decoulement
16,4,16,Fallacieux,oui,AccordA
16,5,16,Fallacieux,oui,AccordB
16,2,17,Fallacieux,non,Proportion
16,2,17,Fallacieux,non,Decoulement
16,2,17,Fallacieux,non,AccordA
16,5,17,Fallacieux,non,AccordB
16,3,18,NonFallacieux,oui,Proportion
16,4,18,NonFallacieux,oui,Decoulement
16,4,18,NonFallacieux,oui,AccordA
16,6,18,NonFallacieux,oui,AccordB
16,4,19,NonFallacieux,non,Proportion
16,4,19,NonFallacieux,non,Decoulement
16,4,19,NonFallacieux,non,AccordA
16,4,19,NonFallacieux,non,AccordB
16,3,20,Fallacieux,oui,Proportion
16,4,20,Fallacieux,oui,Decoulement
16,3,20,Fallacieux,oui,AccordA
16,3,20,Fallacieux,oui,AccordB
16,4,21,Fallacieux,non,Proportion
16,4,21,Fallacieux,non,Decoulement
16,4,21,Fallacieux,non,AccordA
16,6,21,Fallacieux,non,AccordB
16,5,22,NonFallacieux,oui,Proportion
16,5,22,NonFallacieux,oui,Decoulement
16,5,22,NonFallacieux,oui,AccordA
16,5,22,NonFallacieux,oui,AccordB
16,3,23,NonFallacieux,non,Proportion
16,4,23,NonFallacieux,non,Decoulement
16,2,23,NonFallacieux,non,AccordA
16,6,23,NonFallacieux,non,AccordB
16,2,24,Fallacieux,oui,Proportion
16,4,24,Fallacieux,oui,Decoulement
16,3,24,Fallacieux,oui,AccordA
16,5,24,Fallacieux,oui,AccordB
16,2,25,Fallacieux,non,Proportion
16,3,25,Fallacieux,non,Decoulement
16,1,25,Fallacieux,non,AccordA
16,5,25,Fallacieux,non,AccordB
16,5,26,NonFallacieux,oui,Proportion
16,5,26,NonFallacieux,oui,Decoulement
16,5,26,NonFallacieux,oui,AccordA
16,5,26,NonFallacieux,oui,AccordB
16,5,27,NonFallacieux,non,Proportion
16,5,27,NonFallacieux,non,Decoulement
16,5,27,NonFallacieux,non,AccordA
16,5,27,NonFallacieux,non,AccordB
16,2,28,Fallacieux,oui,Proportion
16,4,28,Fallacieux,oui,Decoulement
16,1,28,Fallacieux,oui,AccordA
16,6,28,Fallacieux,oui,AccordB
16,2,29,Fallacieux,non,Proportion
16,4,29,Fallacieux,non,Decoulement
16,4,29,Fallacieux,non,AccordA
16,6,29,Fallacieux,non,AccordB
16,2,30,NonFallacieux,oui,Proportion
16,3,30,NonFallacieux,oui,Decoulement
16,1,30,NonFallacieux,oui,AccordA
16,5,30,NonFallacieux,oui,AccordB
16,1,31,NonFallacieux,non,Proportion
16,2,31,NonFallacieux,non,Decoulement
16,1,31,NonFallacieux,non,AccordA
16,3,31,NonFallacieux,non,AccordB
16,2,32,Fallacieux,oui,Proportion
16,2,32,Fallacieux,oui,Decoulement
16,2,32,Fallacieux,oui,AccordA
16,6,32,Fallacieux,oui,AccordB
16,1,33,Fallacieux,non,Proportion
16,1,33,Fallacieux,non,Decoulement
16,1,33,Fallacieux,non,AccordA
16,5,33,Fallacieux,non,AccordB
16,1,34,NonFallacieux,oui,Proportion
16,1,34,NonFallacieux,oui,Decoulement
16,5,34,NonFallacieux,oui,AccordA
16,4,34,NonFallacieux,oui,AccordB
16,2,35,NonFallacieux,non,Proportion
16,2,35,NonFallacieux,non,Decoulement
16,4,35,NonFallacieux,non,AccordA
16,5,35,NonFallacieux,non,AccordB
16,2,36,Fallacieux,oui,Proportion
16,2,36,Fallacieux,oui,Decoulement
